"Month","Day","Year","station","city","state","weather_type","rating","status","userID"
2,14,2015,"KEND","Enid Vance AFB","OK",1,5,"traveling","A43669"
10,4,2011,"KVCT","Victoria","TX",9,5,"traveling","A43669"
8,16,2008,"KNSE","Whiting Fld NAS","FL",10,4,"living","W74489"
2,7,2014,"KNSE","Whiting Fld NAS","FL",4,3,"living","W74489"
6,5,2009,"KNSE","Whiting Fld NAS","FL",10,1,"living","W74489"
10,31,2013,"KNSE","Whiting Fld NAS","FL",7,5,"living","W74489"
6,21,2013,"KNSE","Whiting Fld NAS","FL",10,4,"living","W74489"
3,8,2014,"KNSE","Whiting Fld NAS","FL",8,5,"living","W74489"
6,25,2014,"KNSE","Whiting Fld NAS","FL",10,2,"living","W74489"
6,20,2015,"KNSE","Whiting Fld NAS","FL",10,2,"living","W74489"
4,16,2012,"KNSE","Whiting Fld NAS","FL",10,3,"living","W74489"
6,12,2006,"KNSE","Whiting Fld NAS","FL",7,1,"living","W74489"
3,6,2011,"KNSE","Whiting Fld NAS","FL",2,4,"living","W74489"
5,23,2008,"KNSE","Whiting Fld NAS","FL",7,5,"living","W74489"
3,15,2011,"PAJC","Chignik","AK",3,5,"traveling","W74489"
12,31,2012,"KBMG","Bloomington","IN",4,1,"traveling","W74489"
10,2,2006,"KBOW","Bartow","FL",10,3,"living","S16965"
3,7,2013,"KBOW","Bartow","FL",3,4,"living","S16965"
2,3,2009,"KBOW","Bartow","FL",9,3,"living","S16965"
6,7,2015,"KBOW","Bartow","FL",10,4,"living","S16965"
3,23,2007,"KBOW","Bartow","FL",10,5,"living","S16965"
4,22,2011,"KBOW","Bartow","FL",10,3,"living","S16965"
7,20,2010,"KBOW","Bartow","FL",10,2,"living","S16965"
10,31,2011,"KBOW","Bartow","FL",7,2,"living","S16965"
3,11,2013,"KBOW","Bartow","FL",10,1,"living","S16965"
8,20,2009,"KBOW","Bartow","FL",10,1,"living","S16965"
4,8,2009,"KEWB","New Bedford","MA",3,5,"traveling","S16965"
4,6,2013,"KPHD","New Philadelphia","OH",3,3,"living","N34280"
3,12,2010,"KPHD","New Philadelphia","OH",5,2,"living","N34280"
11,12,2006,"KPHD","New Philadelphia","OH",4,1,"living","N34280"
4,28,2013,"KPHD","New Philadelphia","OH",5,3,"living","N34280"
9,29,2009,"KPHD","New Philadelphia","OH",5,5,"living","N34280"
8,1,2012,"KPHD","New Philadelphia","OH",10,2,"living","N34280"
3,26,2010,"KPHD","New Philadelphia","OH",3,2,"living","N34280"
6,7,2015,"KPHD","New Philadelphia","OH",10,5,"living","N34280"
12,13,2013,"KPHD","New Philadelphia","OH",4,2,"living","N34280"
12,25,2008,"KPHD","New Philadelphia","OH",4,4,"living","N34280"
3,25,2012,"KPHD","New Philadelphia","OH",5,1,"living","N34280"
6,27,2012,"KPKB","Parkersburg","WV",8,5,"traveling","N34280"
12,18,2008,"KPKB","Parkersburg","WV",4,1,"traveling","N34280"
1,25,2007,"KWST","Westerly","RI",3,1,"traveling","N34280"
4,20,2013,"KSLC","Salt Lake City","UT",9,2,"living","Y06063"
10,9,2015,"KSLC","Salt Lake City","UT",8,5,"living","Y06063"
12,16,2006,"KSLC","Salt Lake City","UT",4,2,"living","Y06063"
5,29,2011,"KSLC","Salt Lake City","UT",5,5,"living","Y06063"
7,13,2007,"KSLC","Salt Lake City","UT",6,2,"living","Y06063"
7,23,2015,"KSLC","Salt Lake City","UT",9,2,"living","Y06063"
9,26,2011,"KSLC","Salt Lake City","UT",6,3,"living","Y06063"
11,3,2013,"KSLC","Salt Lake City","UT",2,4,"living","Y06063"
3,24,2013,"KSLC","Salt Lake City","UT",3,3,"living","Y06063"
7,18,2012,"KSLC","Salt Lake City","UT",6,2,"living","Y06063"
5,30,2015,"KSLC","Salt Lake City","UT",9,3,"living","Y06063"
3,10,2009,"KSLC","Salt Lake City","UT",3,3,"living","Y06063"
6,19,2007,"KSLC","Salt Lake City","UT",6,1,"living","Y06063"
11,9,2012,"KSLC","Salt Lake City","UT",1,3,"living","Y06063"
8,27,2008,"KSLC","Salt Lake City","UT",6,3,"living","Y06063"
6,23,2007,"KSLC","Salt Lake City","UT",6,3,"living","Y06063"
4,20,2012,"KSLC","Salt Lake City","UT",8,5,"living","Y06063"
6,21,2007,"KSLC","Salt Lake City","UT",6,3,"living","Y06063"
9,30,2006,"KABI","Abilene","TX",9,5,"traveling","Y06063"
5,4,2006,"KERY","Newberry","MI",2,5,"traveling","Y06063"
3,5,2010,"KFDR","Frederick","OK",2,3,"living","U64531"
11,15,2012,"KFDR","Frederick","OK",3,4,"living","U64531"
2,18,2014,"KFDR","Frederick","OK",3,4,"living","U64531"
8,16,2015,"KFDR","Frederick","OK",8,5,"living","U64531"
11,5,2012,"KFDR","Frederick","OK",6,4,"living","U64531"
2,26,2013,"KFDR","Frederick","OK",2,5,"living","U64531"
11,1,2006,"KFDR","Frederick","OK",3,4,"living","U64531"
1,10,2014,"KFDR","Frederick","OK",9,2,"living","U64531"
6,17,2006,"KFDR","Frederick","OK",1,4,"living","U64531"
4,22,2013,"KFDR","Frederick","OK",7,3,"living","U64531"
8,8,2014,"KPWG","McGregor","TX",9,5,"traveling","U64531"
9,22,2007,"KFMH","Otis AFB","MA",10,5,"living","N76980"
5,26,2014,"KFMH","Otis AFB","MA",7,3,"living","N76980"
3,3,2015,"KFMH","Otis AFB","MA",3,3,"living","N76980"
4,6,2012,"KFMH","Otis AFB","MA",3,4,"living","N76980"
4,9,2012,"KFMH","Otis AFB","MA",1,2,"living","N76980"
7,9,2012,"KFMH","Otis AFB","MA",8,1,"living","N76980"
5,1,2009,"KFMH","Otis AFB","MA",7,1,"living","N76980"
9,9,2007,"KFMH","Otis AFB","MA",5,4,"living","N76980"
5,18,2014,"KFMH","Otis AFB","MA",8,5,"living","N76980"
5,4,2012,"KFMH","Otis AFB","MA",5,5,"living","N76980"
2,21,2006,"KFMH","Otis AFB","MA",3,4,"living","N76980"
5,17,2010,"KFMH","Otis AFB","MA",3,1,"living","N76980"
7,15,2013,"KBIL","Billings","MT",9,1,"traveling","N76980"
12,2,2012,"KNLC","Lemoore NAS","CA",7,5,"traveling","N76980"
5,4,2012,"KHAO","Hamilton","OH",10,5,"traveling","N76980"
7,9,2014,"KDTL","Detroit Lakes","MN",8,1,"living","R40479"
1,15,2007,"KDTL","Detroit Lakes","MN",4,1,"living","R40479"
4,7,2010,"KDTL","Detroit Lakes","MN",3,1,"living","R40479"
1,12,2006,"KDTL","Detroit Lakes","MN",4,1,"living","R40479"
9,27,2009,"KDTL","Detroit Lakes","MN",7,5,"living","R40479"
6,22,2011,"KDTL","Detroit Lakes","MN",5,2,"living","R40479"
3,6,2006,"KDTL","Detroit Lakes","MN",4,1,"living","R40479"
4,9,2011,"KDTL","Detroit Lakes","MN",5,5,"living","R40479"
9,20,2012,"KDTL","Detroit Lakes","MN",9,3,"living","R40479"
4,6,2010,"KDTL","Detroit Lakes","MN",2,5,"living","R40479"
11,24,2012,"KDTL","Detroit Lakes","MN",4,4,"living","R40479"
5,30,2006,"KDTL","Detroit Lakes","MN",10,5,"living","R40479"
2,24,2009,"KDTL","Detroit Lakes","MN",2,1,"living","R40479"
10,5,2010,"KDTL","Detroit Lakes","MN",8,3,"living","R40479"
12,29,2010,"KDTL","Detroit Lakes","MN",2,3,"living","R40479"
7,27,2009,"KDTL","Detroit Lakes","MN",7,3,"living","R40479"
8,16,2010,"KDTL","Detroit Lakes","MN",7,1,"living","R40479"
4,14,2012,"KDTL","Detroit Lakes","MN",7,3,"living","R40479"
1,7,2011,"KTHV","York","PA",4,1,"traveling","R40479"
7,18,2012,"KCQC","Clines Corner","NM",9,1,"living","D25478"
5,17,2012,"KCQC","Clines Corner","NM",6,5,"living","D25478"
7,30,2008,"KCQC","Clines Corner","NM",9,2,"living","D25478"
6,11,2013,"KCQC","Clines Corner","NM",6,2,"living","D25478"
11,4,2012,"KCQC","Clines Corner","NM",6,4,"living","D25478"
4,18,2010,"KCQC","Clines Corner","NM",8,1,"living","D25478"
1,31,2012,"KCQC","Clines Corner","NM",3,1,"living","D25478"
6,29,2010,"KCQC","Clines Corner","NM",1,3,"living","D25478"
11,1,2012,"KCQC","Clines Corner","NM",6,4,"living","D25478"
11,27,2014,"KCQC","Clines Corner","NM",1,3,"living","D25478"
2,21,2011,"KCQC","Clines Corner","NM",1,5,"living","D25478"
10,4,2014,"KCQC","Clines Corner","NM",6,3,"living","D25478"
12,10,2014,"KCQC","Clines Corner","NM",3,5,"living","D25478"
3,17,2013,"KATL","Atlanta","GA",9,1,"traveling","D25478"
4,28,2008,"KDMH","Maryland Science Center","MD",5,2,"living","X18817"
1,9,2008,"KDMH","Maryland Science Center","MD",9,4,"living","X18817"
11,28,2007,"KDMH","Maryland Science Center","MD",3,4,"living","X18817"
12,13,2007,"KDMH","Maryland Science Center","MD",4,1,"living","X18817"
12,7,2007,"KDMH","Maryland Science Center","MD",4,2,"living","X18817"
11,29,2007,"KDMH","Maryland Science Center","MD",3,4,"living","X18817"
12,29,2007,"KDMH","Maryland Science Center","MD",4,2,"living","X18817"
12,12,2007,"KDMH","Maryland Science Center","MD",5,3,"living","X18817"
6,7,2015,"KSLC","Salt Lake City","UT",8,1,"traveling","X18817"
4,18,2014,"KSLC","Salt Lake City","UT",1,1,"traveling","X18817"
4,18,2009,"KCDC","Cedar City","UT",3,4,"living","N40742"
4,12,2006,"KCDC","Cedar City","UT",3,1,"living","N40742"
3,5,2014,"KCDC","Cedar City","UT",3,1,"living","N40742"
7,1,2007,"KCDC","Cedar City","UT",6,3,"living","N40742"
6,15,2014,"KCDC","Cedar City","UT",6,2,"living","N40742"
8,19,2013,"KCDC","Cedar City","UT",8,4,"living","N40742"
9,21,2011,"KCDC","Cedar City","UT",8,3,"living","N40742"
8,31,2010,"KCDC","Cedar City","UT",6,2,"living","N40742"
1,25,2015,"KGTF","Great Falls","MT",1,5,"traveling","N40742"
1,25,2006,"KGTF","Great Falls","MT",6,5,"traveling","N40742"
9,14,2011,"KBLF","Bluefield","WV",8,2,"living","N61341"
1,24,2012,"KBLF","Bluefield","WV",3,4,"living","N61341"
5,15,2011,"KBLF","Bluefield","WV",5,3,"living","N61341"
2,28,2009,"KBLF","Bluefield","WV",5,1,"living","N61341"
12,16,2011,"KBLF","Bluefield","WV",4,4,"living","N61341"
10,7,2010,"KBLF","Bluefield","WV",9,1,"living","N61341"
12,23,2006,"KBLF","Bluefield","WV",3,1,"living","N61341"
5,20,2010,"KBLF","Bluefield","WV",8,1,"living","N61341"
9,21,2010,"KBLF","Bluefield","WV",9,1,"living","N61341"
8,18,2009,"KBLF","Bluefield","WV",10,3,"living","N61341"
10,10,2007,"KBLF","Bluefield","WV",9,4,"living","N61341"
1,24,2007,"KBLF","Bluefield","WV",2,5,"living","N61341"
5,3,2006,"KBLF","Bluefield","WV",9,1,"living","N61341"
7,4,2012,"KBLF","Bluefield","WV",10,2,"living","N61341"
3,22,2013,"KBLF","Bluefield","WV",3,5,"living","N61341"
3,6,2012,"KBLF","Bluefield","WV",3,5,"living","N61341"
8,21,2012,"KBLF","Bluefield","WV",8,2,"living","N61341"
10,19,2009,"KJBR","Jonesboro","AR",8,5,"traveling","N61341"
1,8,2006,"KJBR","Jonesboro","AR",1,1,"traveling","N61341"
10,25,2012,"KJBR","Jonesboro","AR",7,5,"traveling","N61341"
10,21,2013,"KESC","Escanaba","MI",2,1,"living","M36055"
10,11,2007,"KESC","Escanaba","MI",5,1,"living","M36055"
6,10,2006,"KESC","Escanaba","MI",3,4,"living","M36055"
7,15,2009,"KESC","Escanaba","MI",7,4,"living","M36055"
1,26,2011,"KESC","Escanaba","MI",4,1,"living","M36055"
5,18,2013,"KESC","Escanaba","MI",8,1,"living","M36055"
3,10,2015,"KESC","Escanaba","MI",2,4,"living","M36055"
9,7,2007,"KESC","Escanaba","MI",7,2,"living","M36055"
1,5,2006,"KESC","Escanaba","MI",2,1,"living","M36055"
8,25,2014,"KESC","Escanaba","MI",10,4,"living","M36055"
6,22,2015,"KESC","Escanaba","MI",5,3,"living","M36055"
9,3,2008,"KESC","Escanaba","MI",8,5,"living","M36055"
7,13,2012,"KESC","Escanaba","MI",10,3,"living","M36055"
3,26,2006,"KESC","Escanaba","MI",3,4,"living","M36055"
11,2,2006,"KONT","Ontario","CA",8,5,"traveling","M36055"
4,12,2008,"KFLG","Flagstaff","AZ",6,1,"traveling","M36055"
10,21,2009,"KFLG","Flagstaff","AZ",3,1,"traveling","M36055"
1,19,2010,"KBLU","Blue Canyon","CA",2,3,"living","F50157"
3,25,2007,"KBLU","Blue Canyon","CA",3,4,"living","F50157"
10,1,2015,"KBLU","Blue Canyon","CA",5,2,"living","F50157"
3,21,2012,"KBLU","Blue Canyon","CA",5,5,"living","F50157"
8,23,2009,"KBLU","Blue Canyon","CA",9,4,"living","F50157"
8,12,2014,"KBLU","Blue Canyon","CA",9,4,"living","F50157"
2,14,2007,"KBLU","Blue Canyon","CA",3,2,"living","F50157"
9,30,2007,"KBLU","Blue Canyon","CA",3,3,"living","F50157"
2,13,2012,"KBLU","Blue Canyon","CA",4,3,"living","F50157"
4,1,2012,"KBLU","Blue Canyon","CA",4,1,"living","F50157"
2,3,2012,"KBLU","Blue Canyon","CA",6,3,"living","F50157"
4,20,2008,"KBLU","Blue Canyon","CA",4,3,"living","F50157"
1,17,2012,"KBLU","Blue Canyon","CA",3,2,"living","F50157"
4,30,2012,"KBLU","Blue Canyon","CA",8,2,"living","F50157"
11,26,2010,"KHRO","Harrison","AR",3,1,"traveling","F50157"
6,26,2012,"KVDF","Tampa Vandenberg","FL",7,5,"traveling","F50157"
4,1,2015,"KDKK","Dunkirk","NY",4,5,"living","E71895"
4,12,2009,"KDKK","Dunkirk","NY",3,1,"living","E71895"
3,25,2009,"KDKK","Dunkirk","NY",1,1,"living","E71895"
1,14,2011,"KDKK","Dunkirk","NY",4,3,"living","E71895"
3,26,2008,"KDKK","Dunkirk","NY",2,1,"living","E71895"
4,7,2006,"KDKK","Dunkirk","NY",5,2,"living","E71895"
9,6,2011,"KDKK","Dunkirk","NY",5,2,"living","E71895"
3,4,2008,"KDKK","Dunkirk","NY",4,5,"living","E71895"
11,11,2012,"KDKK","Dunkirk","NY",6,4,"living","E71895"
9,30,2008,"KDKK","Dunkirk","NY",5,1,"living","E71895"
5,13,2010,"KDKK","Dunkirk","NY",2,4,"living","E71895"
6,8,2012,"KDKK","Dunkirk","NY",9,5,"living","E71895"
9,29,2009,"KDKK","Dunkirk","NY",2,5,"living","E71895"
11,14,2010,"KDKK","Dunkirk","NY",9,5,"living","E71895"
10,25,2012,"KDKK","Dunkirk","NY",8,2,"living","E71895"
1,2,2011,"KPSP","Palm Springs","CA",3,1,"traveling","E71895"
12,1,2009,"KIAD","Dulles Airport","VA",3,5,"traveling","E71895"
8,29,2013,"KGYR","Goodyear","AZ",10,5,"traveling","E71895"
4,22,2014,"KFHR","Friday Harbor","WA",5,3,"living","X15499"
2,23,2008,"KFHR","Friday Harbor","WA",2,5,"living","X15499"
8,24,2007,"KFHR","Friday Harbor","WA",5,5,"living","X15499"
3,20,2015,"KFHR","Friday Harbor","WA",5,3,"living","X15499"
10,13,2014,"KFHR","Friday Harbor","WA",5,4,"living","X15499"
1,3,2007,"KFHR","Friday Harbor","WA",5,3,"living","X15499"
4,9,2011,"KFHR","Friday Harbor","WA",5,2,"living","X15499"
7,15,2006,"KFHR","Friday Harbor","WA",8,3,"living","X15499"
3,13,2011,"KFHR","Friday Harbor","WA",2,3,"living","X15499"
4,6,2013,"KFHR","Friday Harbor","WA",2,1,"living","X15499"
7,1,2012,"KFHR","Friday Harbor","WA",8,2,"living","X15499"
5,8,2013,"KFHR","Friday Harbor","WA",5,5,"living","X15499"
2,9,2009,"KFHR","Friday Harbor","WA",4,1,"living","X15499"
2,4,2011,"KFHR","Friday Harbor","WA",5,2,"living","X15499"
2,22,2006,"KFHR","Friday Harbor","WA",4,4,"living","X15499"
11,26,2009,"KFHR","Friday Harbor","WA",5,2,"living","X15499"
3,28,2015,"KFHR","Friday Harbor","WA",5,3,"living","X15499"
10,30,2011,"KFHR","Friday Harbor","WA",5,2,"living","X15499"
11,22,2011,"KNYL","Yuma MCAS","AZ",8,1,"traveling","X15499"
4,10,2011,"KBAZ","New Braunfels","TX",7,4,"living","P42430"
3,28,2009,"KBAZ","New Braunfels","TX",6,4,"living","P42430"
5,7,2012,"KBAZ","New Braunfels","TX",10,4,"living","P42430"
3,21,2007,"KBAZ","New Braunfels","TX",7,5,"living","P42430"
12,14,2012,"KBAZ","New Braunfels","TX",7,3,"living","P42430"
10,9,2015,"KBAZ","New Braunfels","TX",10,1,"living","P42430"
8,14,2006,"KBAZ","New Braunfels","TX",10,5,"living","P42430"
2,14,2013,"KBAZ","New Braunfels","TX",3,3,"living","P42430"
6,9,2006,"KBAZ","New Braunfels","TX",8,3,"living","P42430"
3,13,2006,"KBAZ","New Braunfels","TX",1,3,"living","P42430"
9,22,2015,"KBAZ","New Braunfels","TX",8,3,"living","P42430"
10,5,2013,"KFWA","Fort Wayne","IN",10,5,"traveling","P42430"
4,22,2013,"KMCF","Tampa Macdill AFB","FL",7,3,"living","P97817"
5,18,2012,"KMCF","Tampa Macdill AFB","FL",10,1,"living","P97817"
8,11,2014,"KMCF","Tampa Macdill AFB","FL",10,4,"living","P97817"
2,26,2006,"KMCF","Tampa Macdill AFB","FL",7,2,"living","P97817"
10,20,2015,"KMCF","Tampa Macdill AFB","FL",7,1,"living","P97817"
9,19,2009,"KMCF","Tampa Macdill AFB","FL",10,1,"living","P97817"
8,9,2010,"KMCF","Tampa Macdill AFB","FL",10,2,"living","P97817"
5,28,2011,"KMCF","Tampa Macdill AFB","FL",10,2,"living","P97817"
10,1,2007,"KMCF","Tampa Macdill AFB","FL",7,5,"living","P97817"
2,2,2010,"KMCF","Tampa Macdill AFB","FL",5,3,"living","P97817"
2,13,2011,"KMCF","Tampa Macdill AFB","FL",8,4,"living","P97817"
3,17,2015,"KMCF","Tampa Macdill AFB","FL",10,3,"living","P97817"
1,28,2012,"KMCF","Tampa Macdill AFB","FL",5,5,"living","P97817"
5,19,2009,"KMCF","Tampa Macdill AFB","FL",5,1,"living","P97817"
10,27,2015,"KMCF","Tampa Macdill AFB","FL",7,5,"living","P97817"
11,2,2007,"KMCF","Tampa Macdill AFB","FL",10,1,"living","P97817"
1,26,2012,"KMCF","Tampa Macdill AFB","FL",7,5,"living","P97817"
5,8,2010,"KMCF","Tampa Macdill AFB","FL",10,5,"living","P97817"
4,24,2010,"KELN","Ellensburg","WA",1,1,"traveling","P97817"
4,29,2015,"KADG","Adrian","MI",8,5,"traveling","P97817"
4,8,2015,"KRKR","Poteau","OK",7,4,"living","D27956"
2,19,2015,"KRKR","Poteau","OK",3,1,"living","D27956"
3,11,2009,"KRKR","Poteau","OK",3,5,"living","D27956"
7,21,2015,"KRKR","Poteau","OK",10,5,"living","D27956"
10,26,2014,"KRKR","Poteau","OK",10,3,"living","D27956"
6,21,2015,"KRKR","Poteau","OK",10,2,"living","D27956"
8,15,2007,"KRKR","Poteau","OK",10,2,"living","D27956"
2,26,2015,"KRKR","Poteau","OK",3,4,"living","D27956"
6,19,2007,"KRKR","Poteau","OK",10,3,"living","D27956"
8,26,2012,"KRKR","Poteau","OK",10,2,"living","D27956"
6,10,2006,"KRKR","Poteau","OK",10,2,"living","D27956"
4,30,2013,"KRKR","Poteau","OK",8,3,"living","D27956"
2,1,2012,"KRKR","Poteau","OK",5,5,"living","D27956"
6,22,2013,"KRKR","Poteau","OK",10,1,"living","D27956"
5,1,2008,"KRKR","Poteau","OK",7,2,"living","D27956"
8,4,2009,"KRKR","Poteau","OK",10,2,"living","D27956"
3,10,2013,"KRIV","Riverside March","CA",8,1,"traveling","D27956"
8,19,2006,"KMTW","Manitowoc","WI",10,3,"living","S04396"
9,18,2014,"KMTW","Manitowoc","WI",5,2,"living","S04396"
7,15,2006,"KMTW","Manitowoc","WI",8,1,"living","S04396"
6,1,2013,"KMTW","Manitowoc","WI",5,4,"living","S04396"
1,5,2006,"KMTW","Manitowoc","WI",2,4,"living","S04396"
4,7,2008,"KMTW","Manitowoc","WI",2,5,"living","S04396"
10,30,2011,"KMTW","Manitowoc","WI",2,5,"living","S04396"
3,30,2013,"KMTW","Manitowoc","WI",4,4,"living","S04396"
8,18,2009,"KMTW","Manitowoc","WI",9,5,"living","S04396"
8,29,2008,"KOKC","Oklahoma City","OK",7,5,"traveling","S04396"
12,18,2010,"KOKC","Oklahoma City","OK",4,5,"traveling","S04396"
11,20,2012,"KGHW","Glenwood","MN",4,3,"living","O47477"
5,12,2007,"KGHW","Glenwood","MN",9,2,"living","O47477"
6,13,2006,"KGHW","Glenwood","MN",8,5,"living","O47477"
9,7,2010,"KGHW","Glenwood","MN",1,2,"living","O47477"
5,10,2010,"KGHW","Glenwood","MN",1,4,"living","O47477"
6,14,2012,"KGHW","Glenwood","MN",7,2,"living","O47477"
7,11,2008,"KGHW","Glenwood","MN",7,2,"living","O47477"
6,1,2007,"KGHW","Glenwood","MN",7,1,"living","O47477"
10,8,2015,"KGHW","Glenwood","MN",2,3,"living","O47477"
5,5,2010,"KFOZ","Bigfork","MN",1,1,"traveling","O47477"
5,25,2007,"KFOZ","Bigfork","MN",8,1,"traveling","O47477"
10,18,2008,"KBFM","Mobile Downtown","AL",9,5,"traveling","O47477"
7,29,2015,"KPNS","Pensacola","FL",10,5,"living","F14068"
12,14,2015,"KPNS","Pensacola","FL",7,1,"living","F14068"
9,11,2015,"KPNS","Pensacola","FL",10,5,"living","F14068"
3,11,2013,"KPNS","Pensacola","FL",7,5,"living","F14068"
7,22,2012,"KPNS","Pensacola","FL",10,4,"living","F14068"
6,9,2012,"KPNS","Pensacola","FL",7,2,"living","F14068"
1,19,2008,"KPNS","Pensacola","FL",2,4,"living","F14068"
4,10,2009,"KPNS","Pensacola","FL",7,2,"living","F14068"
11,25,2009,"KPNS","Pensacola","FL",8,2,"living","F14068"
4,19,2008,"KPNS","Pensacola","FL",7,4,"living","F14068"
1,19,2006,"KPNS","Pensacola","FL",5,2,"living","F14068"
12,20,2014,"KPNS","Pensacola","FL",5,1,"living","F14068"
11,9,2007,"KPNS","Pensacola","FL",8,5,"living","F14068"
10,9,2012,"KPNS","Pensacola","FL",8,3,"living","F14068"
4,22,2010,"KPNS","Pensacola","FL",10,2,"living","F14068"
1,16,2010,"KPNS","Pensacola","FL",7,2,"living","F14068"
1,11,2012,"KEPH","Ephrata","WA",3,1,"traveling","F14068"
12,19,2009,"KPSP","Palm Springs","CA",6,5,"living","T65509"
7,21,2014,"KPSP","Palm Springs","CA",6,4,"living","T65509"
4,29,2008,"KPSP","Palm Springs","CA",6,3,"living","T65509"
4,18,2015,"KPSP","Palm Springs","CA",6,5,"living","T65509"
3,12,2015,"KPSP","Palm Springs","CA",6,1,"living","T65509"
8,10,2015,"KPSP","Palm Springs","CA",6,2,"living","T65509"
4,26,2009,"KPSP","Palm Springs","CA",6,5,"living","T65509"
11,13,2007,"KPSP","Palm Springs","CA",6,2,"living","T65509"
6,25,2006,"PARC","Arctic Village","AK",3,5,"traveling","T65509"
9,2,2008,"PAIN","Mckinley Park","AK",8,5,"traveling","T65509"
11,4,2013,"KCQX","Chatham","MA",3,5,"traveling","T65509"
2,15,2006,"KCLL","College Station","TX",7,4,"living","E03643"
8,10,2015,"KCLL","College Station","TX",10,4,"living","E03643"
9,10,2009,"KCLL","College Station","TX",7,3,"living","E03643"
7,26,2015,"KCLL","College Station","TX",10,4,"living","E03643"
4,16,2006,"KCLL","College Station","TX",9,4,"living","E03643"
1,8,2014,"KCLL","College Station","TX",2,2,"living","E03643"
9,14,2009,"KCLL","College Station","TX",10,2,"living","E03643"
2,25,2007,"KCLL","College Station","TX",6,4,"living","E03643"
11,10,2009,"KCLL","College Station","TX",8,2,"living","E03643"
9,6,2008,"KCLL","College Station","TX",10,4,"living","E03643"
9,23,2015,"KCLL","College Station","TX",8,2,"living","E03643"
4,30,2011,"KCMH","Columbus","OH",9,5,"traveling","E03643"
3,22,2012,"KNTD","Point Mugu","CA",5,1,"living","A66355"
6,17,2007,"KNTD","Point Mugu","CA",5,2,"living","A66355"
11,28,2012,"KNTD","Point Mugu","CA",5,4,"living","A66355"
12,3,2006,"KNTD","Point Mugu","CA",1,4,"living","A66355"
5,2,2013,"KNTD","Point Mugu","CA",9,2,"living","A66355"
1,4,2011,"KNTD","Point Mugu","CA",3,4,"living","A66355"
6,1,2006,"KNTD","Point Mugu","CA",5,1,"living","A66355"
1,25,2015,"KNTD","Point Mugu","CA",6,5,"living","A66355"
3,3,2008,"KNTD","Point Mugu","CA",1,1,"living","A66355"
11,28,2010,"KNTD","Point Mugu","CA",3,5,"living","A66355"
12,11,2014,"KNTD","Point Mugu","CA",7,5,"living","A66355"
3,15,2007,"KMGW","Morgantown","WV",5,1,"traveling","A66355"
3,6,2015,"PAHP","Hooper Bay","AK",2,1,"traveling","A66355"
4,21,2011,"PAHP","Hooper Bay","AK",2,5,"traveling","A66355"
5,17,2014,"KRHI","Rhinelander","WI",3,2,"living","F10977"
12,24,2015,"KRHI","Rhinelander","WI",2,4,"living","F10977"
8,17,2008,"KRHI","Rhinelander","WI",10,3,"living","F10977"
4,28,2008,"KRHI","Rhinelander","WI",4,2,"living","F10977"
10,24,2012,"KRHI","Rhinelander","WI",5,3,"living","F10977"
10,29,2013,"KRHI","Rhinelander","WI",4,2,"living","F10977"
4,20,2007,"KRHI","Rhinelander","WI",8,1,"living","F10977"
9,25,2013,"KRHI","Rhinelander","WI",8,5,"living","F10977"
1,8,2007,"KRHI","Rhinelander","WI",4,5,"living","F10977"
8,7,2006,"KRHI","Rhinelander","WI",8,3,"living","F10977"
12,6,2009,"KRHI","Rhinelander","WI",4,2,"living","F10977"
10,12,2011,"KRHI","Rhinelander","WI",5,5,"living","F10977"
3,29,2013,"KRHI","Rhinelander","WI",3,2,"living","F10977"
3,29,2014,"KRHI","Rhinelander","WI",4,4,"living","F10977"
6,2,2006,"KRHI","Rhinelander","WI",8,2,"living","F10977"
9,28,2015,"KRHI","Rhinelander","WI",5,3,"living","F10977"
6,19,2012,"KRHI","Rhinelander","WI",10,3,"living","F10977"
5,16,2010,"KRHI","Rhinelander","WI",8,2,"living","F10977"
11,14,2015,"KAAF","Apalachicola","FL",3,5,"traveling","F10977"
10,25,2007,"KAAF","Apalachicola","FL",8,1,"traveling","F10977"
4,1,2014,"KGUS","Peru","IN",1,1,"living","Z24692"
10,12,2014,"KGUS","Peru","IN",5,5,"living","Z24692"
3,20,2012,"KGUS","Peru","IN",9,4,"living","Z24692"
9,19,2011,"KGUS","Peru","IN",5,2,"living","Z24692"
4,14,2014,"KGUS","Peru","IN",2,1,"living","Z24692"
6,26,2008,"KGUS","Peru","IN",7,4,"living","Z24692"
1,22,2008,"KGUS","Peru","IN",2,5,"living","Z24692"
4,21,2014,"KGUS","Peru","IN",9,5,"living","Z24692"
6,27,2015,"KGUS","Peru","IN",7,2,"living","Z24692"
11,28,2012,"KBFL","Bakersfield","CA",8,5,"traveling","Z24692"
3,28,2009,"KMIA","Miami","FL",7,1,"traveling","Z24692"
3,13,2012,"KVDF","Tampa Vandenberg","FL",8,1,"living","P04966"
10,22,2012,"KVDF","Tampa Vandenberg","FL",10,4,"living","P04966"
4,6,2011,"KVDF","Tampa Vandenberg","FL",8,4,"living","P04966"
7,10,2006,"KVDF","Tampa Vandenberg","FL",10,4,"living","P04966"
1,21,2009,"KVDF","Tampa Vandenberg","FL",3,3,"living","P04966"
9,19,2006,"KVDF","Tampa Vandenberg","FL",10,5,"living","P04966"
